name_en,name_nl,name_de,Google Dutch,Dutch Translator,Google German,German Translator
Staff Nurse,Verpleegkundige,Vollschwester,Verpleegkundige,Personeel Verpleegkundige,Vollschwester,Vollschwester
Head Chef,chef-kok,Chefkoch,chef-kok,Chef-kok,Chefkoch,Chefkoch
Chef,Chef,Koch,Chef,Chef,Koch,Küchenchef
Multi Skilled Maintenance Engineer,Multi Skilled Maintenance Engineer,Multi Handwartungsarbeiter,Multi Skilled Maintenance Engineer,Multi-geschoolde onderhoudsmonteur,Multi Handwartungsarbeiter,Vielseitig qualifizierter Instandhaltungs-Ingenieur
Site Engineer,,Bauleiter,,Werfingenieur,Bauleiter,Bauleiter
KS2 Teacher,KS2 Teacher,KS2 Lehrer,KS2 Teacher,Leraar KS2,KS2 Lehrer,KS2-Lehrer
CIB Operations,CIB Operations,CIB Operationen,CIB Operations,CIB Operaties,CIB Operationen,CIB-Betrieb
Android Developer,Android Developer,Android Entwickler,Android Developer,Android Developer,Android Entwickler,Android-Entwickler
Associate Director,,Stellvertretender Direktor,,Geassocieerd Directeur,Stellvertretender Direktor,Stellvertretender Direktor
Compliance Manager,,Compliance-Manager,,Naleving Manager,Compliance-Manager,Compliance-Manager
Engineering Manager,ingenieur manager,Ingenieur-Betriebsleiter,ingenieur manager,Technisch Manager,Ingenieur-Betriebsleiter,Technischer Leiter
Investment Analyst,,Kapitalanlagenanalyst,,Investerings Analist,Kapitalanlagenanalyst,Anlagenanalytiker
Account Director,Account Director,Leiter Kundenbetreuung,Account Director,Accountdirecteur,Leiter Kundenbetreuung,Account Director
Learning Support Assistant,,Bildungsbetreuungsassistent,,Leerondersteuning Assistent,Bildungsbetreuungsassistent,Lernunterstützungsassistent
Sales Account Manager,,Sales Account Manager,,Verkoopaccount Manager,Sales Account Manager,Kundenbetreuer im Vertrieb
Family Solicitor,Family Solicitor,Familienanwalt,Family Solicitor,Familierechtadvocaat,Familienanwalt,Familienanwalt
Mechanical Fitter,,Mechanischer Monteur,,Mechanisch monteur,Mechanischer Monteur,Mechanischer Monteur
Credit Analyst,,Kreditanalyst,,Krediet Analist,Kreditanalyst,Kreditanalyst
Primary Teaching Assistant,Primair Onderwijs Assistent,Vertretungslehrer,Primair Onderwijs Assistent,Onderwijsassistent basisonderwijs,Vertretungslehrer,Grundschul-Lehrassistent
Team Assistant,Team assistent,Team Assistent,Team assistent,Team assistent,Team Assistent,Teamassistent
Audit Manager,,Prüfungsleiter,,Audit Manager,Prüfungsleiter,Audit Manager
Application Support Analyst,Application Support Analist,Application Support Analyst,Application Support Analist,Applicatie-ondersteuningsanalist,Application Support Analyst,Anwendungsunterstützungsanalyst
iOS Developer,iOS Developer,iOS Developer,iOS Developer,iOS-ontwikkelaar,iOS Developer,iOS-Entwickler
Investment Associate,Investment Associate,Investment Associate,Investment Associate,Investerings Medewerker,Investment Associate,Investment-Mitarbeiter
Geotechnical Engineer,,Geotechnischer Ingenieur,,Geotechnisch ingenieur,Geotechnischer Ingenieur,Geotechnischer Ingenieur
Ecologist,,Ökologe,,Ecoloog,Ökologe,Ökologe
Property Manager,Property manager,Hausverwaltung,Property manager,Vastgoed Manager,Hausverwaltung,Immobilienmanager
Social Worker,,Sozialarbeiter ambulante Wohnhilfe,,Sociaal Werker,Sozialarbeiter ambulante Wohnhilfe,Sozialarbeiter
Technical Manager,,Technischer Manager,,Technisch Manager,Technischer Manager,Technischer Manager
Geography Teacher,Leraar van de Aardrijkskunde,Erdkunde Lehrer,Leraar van de Aardrijkskunde,Leraar aardrijkskunde,Erdkunde Lehrer,Geografielehrer
Internal Sales Executive,Internal Sales Executive,Interner Sales Executive,Internal Sales Executive,Interne Verkoopsmanager,Interner Sales Executive,Interner Vertriebsleiter
Optometrist,,Augenoptiker,,Optometrist,Augenoptiker,Augenoptiker
Civil Engineer,,Bauingenieur,,Burgerlijk ingenieur,Bauingenieur,Bauingenieur
SEN Teacher,,Sonderpädagoge,,SEN Leraar,Sonderpädagoge,Sonderschullehrer
BI Developer,BI Developer,BI Entwickler,BI Developer,BI-ontwikkelaar,BI Entwickler,BI-Entwickler
Audit Senior,audit Senior,Audit Senior,audit Senior,Audit Hoofd,Audit Senior,Audit Senior
Town Planner,Stadsplanner,Stadtplaner,Stadsplanner,Stedenbouwkundige,Stadtplaner,Stadtplaner
Test Engineer,Test-ingenieur,Testingenieur,Test-ingenieur,Test Ontwikkelaar,Testingenieur,Test-Ingenieur
Equity Research Analyst,,Analyst für Kapitalanalyse,,Analist aandelenonderzoek,Analyst für Kapitalanalyse,Equity Research Analyst
Security Officer,Beveiligingsbeambte,Sicherheitsbeauftragter,Beveiligingsbeambte,Beveiligingsbeambte,Sicherheitsbeauftragter,Sicherheitsbeauftragter
Restaurant Manager,,Restaurantmanager,,Restaurant Manager,Restaurantmanager,Restaurantleiter
National Account Manager,National Account Manager,National Account-Manager,National Account Manager,Nationale rekening manager,National Account-Manager,Nationaler Kundenbetreuer
Nursery Nurse,Nursery Nurse,Kindermädchen,Nursery Nurse,Kwekerij Verpleegkundige,Kindermädchen,Erzieherin
Restaurant Assistant,restaurant Assistant,Restaurant-Assistent,restaurant Assistant,Restaurant Assistent,Restaurant-Assistent,Restaurant-Assistent
Legal Counsel,,Rechtsberater,,Juridisch Raadsman,Rechtsberater,Rechtsberater
Self Employed Courier Driver,Zelfstandigen Courier Driver,Selbstständiger Kurierfahrer,Zelfstandigen Courier Driver,Zelfstandig werkend koerierchauffeur,Selbstständiger Kurierfahrer,Selbstständiger Kurierfahrer
Digital Project Manager,,Digital Project Manager,,Digitale projectmanager,Digital Project Manager,Digital Project Manager
Accounts Senior,accounts Senior,Account Senior,accounts Senior,Hoofd Boekhouding,Account Senior,Accounts Senior
Design Manager,,Design Manager,,Design Manager,Design Manager,Konstruktionsleiter
Merchandiser,,Kaufmann,,Merchandiser,Kaufmann,Kaufmann
Technical Architect,Technische Architect,Technischer Architekt,Technische Architect,Technisch architect,Technischer Architekt,Technischer Architekt
CAD Technician,CAD Technician,CAD-Techniker,CAD Technician,CAD Technicus,CAD-Techniker,CAD-Techniker
Administration Assistant,administratie assistent,Verwaltungsassistent,administratie assistent,Assistent Administratie,Verwaltungsassistent,Verwaltungsassistent
Home Care Worker,Home Care Worker,Häusliche Pflegekraft,Home Care Worker,Thuiszorgmedewerker,Häusliche Pflegekraft,Hauspfleger
Quality Inspector,Kwaliteitsinspecteur,Qualitätsprüfer,Kwaliteitsinspecteur,Kwaliteitsinspecteur,Qualitätsprüfer,Qualitätsprüfer
Area Manager,Area Manager,Bereichsleiter,Area Manager,Regiomanager,Bereichsleiter,Bereichsleiter
Customer Service Representative,Service Representative Customer,Kundenservice,Service Representative Customer,Klantenservice-vertegenwoordiger,Kundenservice,Kundendienstmitarbeiter
Digital Designer,Digital Designer,Digital Designer,Digital Designer,Digitaal ontwerper,Digital Designer,Digital Designer
Interior Designer,,Innenarchitekt,,Interieur Ontwerper,Innenarchitekt,Innenarchitekt
VP,VP,VP,VP,VP,VP,VP
Paralegal,paralegal,Rechtsassistent,paralegal,Paralegal,Rechtsassistent,Rechtsanwaltsfachangestellter
Commis Chef,Commis Chef,Commis Chef,Commis Chef,Commis Chef,Commis Chef,Hilfskoch
HGV Technician,,Techniker für Schwerlasttransporter,,Vrachtwagen Technicus,Techniker für Schwerlasttransporter,Techniker für Schwerlastwagen
Registered Manager,Registered Manager,Registrierte-Manager,Registered Manager,Geregistreerd Manager,Registrierte-Manager,Ausgebildeter Manager
Mechanical Maintenance Engineer,,Ingenieur für mechanische Wartung,,Mechanisch onderhoudsmonteur,Ingenieur für mechanische Wartung,Mechanischer Instandhaltungs-Ingenieur
Lettings Negotiator,Lettings Onderhandelaar,Lettings Negotiator,Lettings Onderhandelaar,Verhuur Onderhandelaar,Lettings Negotiator,Vermietungsvermittler
Systems Analyst,Systeem analist,System-Analytiker,Systeem analist,Systeemanalist,System-Analytiker,Systemanalytiker
Sales Representative,,Handelsvertreter,,Verkoopvertegenwoordiger,Handelsvertreter,Vertriebsmitarbeiter
Maths Teaching Assistant,Maths Onderwijsassistent,Assistenz für Mathematikunterricht,Maths Onderwijsassistent,Wiskunde Onderwijsassistent,Assistenz für Mathematikunterricht,Lehrassistent für Mathematik
Kitchen Porter,keuken porter,Küchenassistent,keuken porter,Keuken Portier,Küchenassistent,Küchenhilfe
C++ Developer,C ++ Developer,C++ Entwickler,C ++ Developer,C++ Ontwikkelaar,C++ Entwickler,C++-Entwickler
Maintenance Manager,onderhoudsmanager,Maintenance Manager,onderhoudsmanager,Onderhoudsmanager,Maintenance Manager,Instandhaltungsleiter
Supply Chain Manager,,Supply Chain Manager,,Manager toeleveringsketen,Supply Chain Manager,Supply Chain Manager
Technical Project Manager,Technical Project Manager,Technischer Projektleiter,Technical Project Manager,Technisch projectmanager,Technischer Projektleiter,Technischer Projektmanager
Category Manager,,Category Manager,,Categorie Manager,Category Manager,Kategorie-Manager
Technical Support Engineer,,Technischer Support-Techniker,,Technisch ingenieur,Technischer Support-Techniker,Technischer Support-Ingenieur
CNC Miller,CNC Miller,CNC Fräser,CNC Miller,CNC molenaar,CNC Fräser,CNC-Fräser
SQL Developer,SQL Developer,SQL Developer,SQL Developer,SQL Ontwikkelaar,SQL Developer,SQL-Entwickler
Sales Negotiator,Sales Negotiator,Sales Negotiator,Sales Negotiator,Onderhandelaar,Sales Negotiator,Vertriebsvermittler
Gas Engineer,,Gasingenieur,,Gas Ingenieur,Gasingenieur,Gas-Ingenieur
KS1 Teacher,KS1 Teacher,KS1 Lehrer,KS1 Teacher,Leraar KS1,KS1 Lehrer,KS1-Lehrer
Territory Manager,Territory Manager,Gebietsmanager,Territory Manager,Territorium Manager,Gebietsmanager,Gebietsleiter
Home Manager,Home Manager,Home Manager,Home Manager,Thuis Manager,Home Manager,Heimleiter
Manufacturing Manager,,Produktionsleiter,,Productiemanager,Produktionsleiter,Produktionsleiter
Accounts Payable Clerk,Boekhoudkundige medewerker,Rechnungsprüfer,Boekhoudkundige medewerker,Medewerker Crediteuren,Rechnungsprüfer,Sachbearbeiter Kreditorenbuchhaltung
Head of Finance,Hoofd van Financiën,Finanzleiter,Hoofd van Financiën,Hoofd Financiën,Finanzleiter,Leiter Finanzen
PMO Analyst,PMO Analyst,PMO Analyst,PMO Analyst,PMO Analist,PMO Analyst,PMO-Analyst
Production Planner,Productieplanner,Produktionsplaner,Productieplanner,Productieplanner,Produktionsplaner,Produktionsplaner
Electronics Design Engineer,,Elektronischer Konstrukteur,,Elektronica ontwerp ingenieur,Elektronischer Konstrukteur,Elektronik-Entwicklungsingenieur
Quantitative Analyst,Quantitative Analyst,Quantitativer Analyst,Quantitative Analyst,Kwantitatief analist,Quantitativer Analyst,Quantitativer Analyst
Visual Assistant,Visual Assistant,Visueller Assistent,Visual Assistant,Visueel assistent,Visueller Assistent,Visueller Assistent
Internal Audit Manager,Interne Audit Manager,Internal Audit Manager,Interne Audit Manager,Manager Interne Audit,Internal Audit Manager,Interner Audit-Manager
Plumber,,Klempner/in,,Loodgieter,Klempner/in,Klempner
Logistics Manager,,Logistik Manager,,Logistiek manager,Logistik Manager,Logistikmanager
Legal PA,Legal PA,Legal PA,Legal PA,Juridisch assistent,Legal PA,Rechtsassistent
Healthcare Assistant,Gezondheidsassistent,Gesundheitsassistent,Gezondheidsassistent,Gezondheidszorg assistent,Gesundheitsassistent,Gesundheitsassistent
Employment Solicitor,werkgelegenheid Solicitor,Beschäftigung Solicitor,werkgelegenheid Solicitor,Arbeidsrechtadvocaat,Beschäftigung Solicitor,Anwalt für Arbeitsrecht
Development Manager,,Entwicklungsleiter,,Ontwikkelings Manager,Entwicklungsleiter,Development Manager
Duty Manager,,Dienstleiter,,Dienstdoende Manager,Dienstleiter,Diensthabender Manager
Medical Writer,,Medizinischer Autor,,Medisch Schrijver,Medizinischer Autor,Medizinischer Autor
Relationship Manager,Relatie manager,Relationship Manager,Relatie manager,Relatiemanager,Relationship Manager,Relationship Manager
Media Sales Executive,Media Sales Executive,Media Sales Executive,Media Sales Executive,Media Verkoopmedewerker,Media Sales Executive,Medien-Vertriebsleiter
Landscape Architect,,Landschaftsarchitekt,,Landschapsarchitect,Landschaftsarchitekt,Landschaftsarchitekt
Optical Assistant,optische Assistant,Optische Assistent,optische Assistant,Optische assistent,Optische Assistent,Optischer Assistent
Car Sales Executive,CAR SALES EXECUTIVE,PKW-Verkaufsleiter,CAR SALES EXECUTIVE,Autoverkoop Uitvoerder,PKW-Verkaufsleiter,Fahrzeug-Verkaufsleiter
Commercial Account Handler,Commerciële Account Handler,Commercial Account Handler,Commerciële Account Handler,Commercieel Account Behandelaar,Commercial Account Handler,Kaufmännischer Sachbearbeiter
Test Manager,Test Manager,Test Manager,Test Manager,Testmanager,Test Manager,Test-Manager
Kitchen Manager,,Küchenleiter,,Keukenmanager,Küchenleiter,Küchenleiter
Internal Account Manager,Internal Account Manager,Internal Account Manager,Internal Account Manager,Interne Accountmanager,Internal Account Manager,Interner Kundenbetreuer
Facilities Manager,,Hausmeister,,Facilitair Manager,Hausmeister,Gebäudetechniker
Bid Manager,Bid Manager,Gebotsmanager,Bid Manager,Manager Biedingen,Gebotsmanager,Bid Manager
Residential Property Solicitor,Residential Property Solicitor,Residential Property Solicitor,Residential Property Solicitor,Huisvesting advocaat,Residential Property Solicitor,Anwalt für Wohnimmobilien
Operations Analyst,Operations Analyst,Operationen Analyst,Operations Analyst,Operaties analist,Operationen Analyst,Betriebsanalytiker
Client Manager,Klanten manager,Kundenmanager,Klanten manager,Klant Manager,Kundenmanager,Kunden-Manager
Automation Tester,Automation Tester,Automation Tester,Automation Tester,Automatisering Tester,Automation Tester,Automatisierungstester
IT Auditor,,IT Auditor,,IT-auditor,IT Auditor,IT-Auditor
Kitchen Team Member,Kitchen Team Member,Kitchen Mitarbeiter,Kitchen Team Member,Teamlid keuken,Kitchen Mitarbeiter,Küchenteam-Mitarbeiter
Document Controller,Document controleerder,Document Controller,Document controleerder,Documentencontroleur,Document Controller,Document Controller
Year 5 Teacher,Jaar 5 Teacher,,Jaar 5 Teacher,Jaar 5 Leraar,,Lehrer Jahr 5
Corporate Solicitor,collectieve Solicitor,Corporate Solicitor,collectieve Solicitor,Bedrijfsadvocaat,Corporate Solicitor,Unternehmensanwalt
Transport Manager,transport Manager,Transport Manager,transport Manager,Transportmanager,Transport Manager,Transport-Manager
Tax Manager,tax Manager,Steuer Manager,tax Manager,Fiscaal Manager,Steuer Manager,Steuer-Manager
History Teacher,Geschiedenis leraar,Geschichtslehrer,Geschiedenis leraar,Leraar geschiedenis,Geschichtslehrer,Geschichtslehrer
Water Treatment Engineer,Water Treatment Engineer,Wasseraufbereitungsingenieur,Water Treatment Engineer,Ingenieur waterbehandeling,Wasseraufbereitungsingenieur,Ingenieur für Wasseraufbereitung
Risk Analyst,,Risikoanalyst,,Risico Analist,Risikoanalyst,Risiko-Analyst
Project Accountant,,Projektbuchhalter,,Project Boekhouder,Projektbuchhalter,Projektbuchhalter
Management Trainee,Management stagiaire,Managementlehrling,Management stagiaire,Management stagiair,Managementlehrling,Management-Trainee
Security Analyst,security Analyst,Security Analyst,security Analyst,Veiligheids Analist,Security Analyst,Sicherheitsanalyst
Security Engineer,,Sicherheitsingenieur,,Beveiligingsingenieur,Sicherheitsingenieur,Sicherheitsingenieur
Multi Skilled Engineer,Multi Skilled Engineer,Multi Fachingenieur,Multi Skilled Engineer,Multi-geschoolde Ingenieur,Multi Fachingenieur,Vielseitig qualifizierter Ingenieur
Catering Assistant,Horeca medewerkster,Catering-Assistent,Horeca medewerkster,Catering-assistent,Catering-Assistent,Catering-Assistent
Warehouse Supervisor,,Lagerleiter,,Magazijn Supervisor,Lagerleiter,Lagerleiter
Data Architect,,Datenarchitekt,,Gegevensarchitect,,Datenarchitekt
Legionella Risk Assessor,,Sachverständiger für Legionellenrisiko,,Legionella risicobeoordelaar,Sachverständiger für Legionellenrisiko,Legionellen-Risiko-Assessor
Controls Engineer,controls Engineer,Kontrollen Ingenieur,controls Engineer,Controle ingenieur,Kontrollen Ingenieur,Ingenieur für Steuerungen
Medical Sales Representative,,Medizinischer Handelsvertreter,,Medisch Vertegenwoordiger,Medizinischer Handelsvertreter,Medizinischer Vertriebsmitarbeiter
Care Worker,Verzorger,Pflegekraft,,,Pflegekraft,Pflegemitarbeiter
Teacher,Leraar,Lehrer,Leraar,Leraar,Lehrer,Lehrer
Emerging Market Fixed Income Sales,Emerging Market Fixed Income Sales,Emerging Markets Fixed Income Sales,Emerging Market Fixed Income Sales,Vaste Inkomens Opkomende Markten,Emerging Markets Fixed Income Sales,Emerging Markets Fixed Income Sales
Scala Developer,Scala Developer,Scala Entwickler,Scala Developer,Scala Ontwikkelaar,Scala Entwickler,Scala-Entwickler
Legal Cashier,,Bankschalterbeamter,,Juridisch kassier,Bankschalterbeamter,Juristischer Kassenbeamter
Linux Systems Administrator,,Linux Systemadministrator,,Linux systeembeheerder,Linux Systemadministrator,Linux-Systemadministrator
Air Conditioning Engineer,Air Conditioning Engineer,Ingenieur für Klimatechnik,Air Conditioning Engineer,Air Conditioning Ingenieur,Ingenieur für Klimatechnik,Ingenieur für Klimatechnik
Year 3 Teacher,Jaar 3 Teacher,,Jaar 3 Teacher,Jaar 3 Leraar,,Lehrer Jahr 3
